dia_semana;dia;mes;periodo;hora;genero;comuna;modalidad;label_modalidad;arma_medio;label_arma;movil_agresor;label_agresor;movil_victima;label_victima;edad;conducta;lat;lon
lunes;2;11;2015;21;femenino;oriental;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.940498;-75.26865
lunes;2;11;2015;14;femenino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
lunes;2;11;2015;22;masculino;entre rios;halado;15;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.935378;-75.294883
lunes;2;11;2015;16;masculino;sur;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
lunes;2;11;2015;16;masculino;sur;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
martes;3;11;2015;9;femenino;sur;llamada millonaria;17;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
martes;3;11;2015;8;femenino;oriental;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.940498;-75.26865
martes;3;11;2015;20;masculino;central;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
martes;3;11;2015;7;masculino;oriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.940498;-75.26865
martes;3;11;2015;16;masculino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.95476;-75.297625
martes;3;11;2015;2;sin dato;la floresta;vandalismo;39;arma blanca;1;a pie;1;a pie;1;0;hurto a comercio;2.927763;-75.264617
miercoles;4;11;2015;15;femenino;central;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
miercoles;4;11;2015;12;femenino;central;engano;11;escopolamina;6;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
miercoles;4;11;2015;19;femenino;noroccidental;engano;11;sin empleo de arma;15;a pie;1;vehiculo;15;0;hurto a personas;2.95476;-75.297625
miercoles;4;11;2015;18;femenino;la floresta;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.927763;-75.264617
miercoles;4;11;2015;5;femenino;entre rios;engano;11;sin empleo de arma;15;motocicleta;7;vehiculo;15;0;hurto a personas;2.935378;-75.294883
miercoles;4;11;2015;14;femenino;norte;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.920993;-75.268685
miercoles;4;11;2015;18;masculino;la floresta;atraco;4;arma de fuego;2;a pie;1;motocicleta;7;0;hurto de motos;2.927763;-75.264617
miercoles;4;11;2015;11;masculino;central;engano;11;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
miercoles;4;11;2015;20;masculino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
miercoles;4;11;2015;19;masculino;nororiental;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
miercoles;4;11;2015;6;masculino;sur;rompimiento vidrio;29;contundente;4;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
miercoles;4;11;2015;15;masculino;suroriental;raponazo;25;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto a personas;2.9231;-75.266481
miercoles;4;11;2015;10;masculino;la floresta;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.927763;-75.264617
miercoles;4;11;2015;23;masculino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.947179;-75.257497
miercoles;4;11;2015;10;masculino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.96045;-75.284146
jueves;5;11;2015;17;femenino;entre rios;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
jueves;5;11;2015;9;masculino;norte;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.920993;-75.268685
jueves;5;11;2015;20;masculino;central;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.92796;-75.286621
jueves;5;11;2015;17;masculino;suroriental;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.9231;-75.266481
jueves;5;11;2015;13;masculino;central;cosquilleo;9;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
jueves;5;11;2015;13;masculino;nororiental;engano;11;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
jueves;5;11;2015;22;masculino;norte;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.920993;-75.268685
jueves;5;11;2015;20;masculino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
jueves;5;11;2015;9;masculino;sur;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
jueves;5;11;2015;16;sin dato;central;mechero;19;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
jueves;5;11;2015;17;sin dato;la floresta;engano;11;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.927763;-75.264617
jueves;5;11;2015;1;sin dato;corregimiento guacirco;factor de oportunidad;13;contundente;4;a pie;1;a pie;1;0;hurto a comercio;3.102249;-75.276535
viernes;6;11;2015;7;femenino;norte;factor de oportunidad;13;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.920993;-75.268685
viernes;6;11;2015;13;femenino;suroriental;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.9231;-75.266481
viernes;6;11;2015;14;femenino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
viernes;6;11;2015;16;femenino;entre rios;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
viernes;6;11;2015;8;femenino;entre rios;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
viernes;6;11;2015;19;femenino;entre rios;factor de oportunidad;13;sin empleo de arma;15;a pie;1;vehiculo;15;0;hurto a personas;2.935378;-75.294883
viernes;6;11;2015;20;masculino;central;halado;15;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.92796;-75.286621
viernes;6;11;2015;20;masculino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;11;2015;16;masculino;sur;atraco;4;arma de fuego;2;a pie;1;vehiculo;15;0;hurto a personas;2.908991;-75.274467
viernes;6;11;2015;0;sin dato;central;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
sabado;7;11;2015;2;femenino;central;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
sabado;7;11;2015;16;femenino;central;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
sabado;7;11;2015;13;femenino;la floresta;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.927763;-75.264617
sabado;7;11;2015;14;femenino;sur;raponazo;25;contundente;4;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
sabado;7;11;2015;22;masculino;nororiental;raponazo;25;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto a personas;2.96045;-75.284146
sabado;7;11;2015;12;masculino;central;cosquilleo;9;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
sabado;7;11;2015;11;masculino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
sabado;7;11;2015;14;masculino;central;rompimiento vidrio;29;contundente;4;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
sabado;7;11;2015;1;masculino;suroriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.9231;-75.266481
sabado;7;11;2015;12;masculino;nororiental;ventosa;40;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.96045;-75.284146
sabado;7;11;2015;16;sin dato;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.908991;-75.274467
domingo;1;11;2015;20;femenino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.947179;-75.257497
domingo;1;11;2015;3;femenino;central;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
domingo;1;11;2015;3;femenino;sur;cosquilleo;9;sin empleo de arma;15;pasajero bus;10;pasajero bus;9;0;hurto a personas;2.908991;-75.274467
domingo;1;11;2015;19;femenino;sur;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
domingo;1;11;2015;17;femenino;la floresta;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.927763;-75.264617
domingo;1;11;2015;19;femenino;sur;rompimiento pared;28;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
domingo;1;11;2015;18;masculino;las palmas;halado;15;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.947179;-75.257497
domingo;1;11;2015;21;masculino;norte;atraco;4;arma blanca;1;bicicleta;2;a pie;1;0;hurto a personas;2.920993;-75.268685
domingo;1;11;2015;17;masculino;las palmas;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.947179;-75.257497
domingo;1;11;2015;14;masculino;la floresta;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.927763;-75.264617
lunes;2;11;2015;20;femenino;norte;halado;15;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.920993;-75.268685
lunes;2;11;2015;18;femenino;noroccidental;halado;15;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto de motos;2.95476;-75.297625
lunes;2;11;2015;19;femenino;central;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
lunes;2;11;2015;16;femenino;las palmas;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.947179;-75.257497
lunes;2;11;2015;19;femenino;sur;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
lunes;2;11;2015;10;masculino;la floresta;raponazo;25;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto a personas;2.927763;-75.264617
martes;3;11;2015;7;masculino;central;atraco;4;arma de fuego;2;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
martes;3;11;2015;23;masculino;central;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
martes;3;11;2015;16;masculino;entre rios;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
martes;3;11;2015;11;masculino;nororiental;escopolaminado;12;escopolamina;6;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
martes;3;11;2015;6;masculino;central;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.92796;-75.286621
miercoles;4;11;2015;9;femenino;noroccidental;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.95476;-75.297625
miercoles;4;11;2015;16;femenino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
miercoles;4;11;2015;10;masculino;central;engano;11;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
miercoles;4;11;2015;12;masculino;entre rios;atraco;4;arma de fuego;2;bicicleta;2;a pie;1;0;hurto a personas;2.935378;-75.294883
miercoles;4;11;2015;17;masculino;central;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
miercoles;4;11;2015;23;masculino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
miercoles;4;11;2015;15;masculino;noroccidental;rompimiento vidrio;29;contundente;4;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
jueves;5;11;2015;11;femenino;central;halado;15;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.92796;-75.286621
jueves;5;11;2015;19;femenino;la floresta;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.927763;-75.264617
jueves;5;11;2015;20;femenino;nororiental;engano;11;sin empleo de arma;15;a pie;1;vehiculo;15;0;hurto a personas;2.96045;-75.284146
jueves;5;11;2015;7;femenino;sur;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.908991;-75.274467
jueves;5;11;2015;22;femenino;noroccidental;raponazo;25;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto a personas;2.95476;-75.297625
jueves;5;11;2015;20;femenino;nororiental;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a residencias;2.96045;-75.284146
jueves;5;11;2015;17;masculino;central;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
jueves;5;11;2015;16;masculino;central;engano;11;sin empleo de arma;15;bicicleta;2;a pie;1;0;hurto a personas;2.92796;-75.286621
jueves;5;11;2015;16;masculino;suroriental;atraco;4;arma de fuego;2;motocicleta;7;vehiculo;15;0;hurto a personas;2.9231;-75.266481
jueves;5;11;2015;9;masculino;entre rios;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
jueves;5;11;2015;20;masculino;entre rios;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
jueves;5;11;2015;6;sin dato;noroccidental;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.95476;-75.297625
viernes;6;11;2015;0;femenino;central;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;11;2015;19;femenino;la floresta;atraco;4;arma de fuego;2;a pie;1;a pie;1;0;hurto a personas;2.927763;-75.264617
viernes;6;11;2015;9;femenino;sur;raponazo;25;sin empleo de arma;15;motocicleta;7;vehiculo;15;0;hurto a personas;2.908991;-75.274467
viernes;6;11;2015;7;femenino;central;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;11;2015;18;femenino;nororiental;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.96045;-75.284146
viernes;6;11;2015;6;femenino;noroccidental;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.95476;-75.297625
viernes;6;11;2015;12;femenino;las palmas;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.947179;-75.257497
viernes;6;11;2015;6;femenino;oriental;engano;11;sin empleo de arma;15;motocicleta;7;vehiculo;15;0;hurto a personas;2.940498;-75.26865
viernes;6;11;2015;7;femenino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
viernes;6;11;2015;22;masculino;entre rios;escopolaminado;12;escopolamina;6;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
viernes;6;11;2015;19;masculino;noroccidental;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
viernes;6;11;2015;1;masculino;corregimiento fortalecillas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;3.037168;-75.250825
viernes;6;11;2015;13;sin dato;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.95476;-75.297625
sabado;7;11;2015;4;femenino;sur;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.908991;-75.274467
sabado;7;11;2015;3;femenino;norte;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.920993;-75.268685
sabado;7;11;2015;23;femenino;noroccidental;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.95476;-75.297625
sabado;7;11;2015;20;masculino;entre rios;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.935378;-75.294883
sabado;7;11;2015;23;masculino;central;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
sabado;7;11;2015;23;masculino;entre rios;cosquilleo;9;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
domingo;1;11;2015;20;femenino;entre rios;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
domingo;1;11;2015;11;femenino;central;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.92796;-75.286621
domingo;1;11;2015;19;femenino;nororiental;violacion cerraduras;42;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.96045;-75.284146
domingo;1;11;2015;8;masculino;sur;halado;15;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto de motos;2.908991;-75.274467
domingo;1;11;2015;10;masculino;entre rios;halado;15;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.935378;-75.294883
domingo;1;11;2015;19;masculino;las palmas;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.947179;-75.257497
domingo;1;11;2015;17;masculino;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
domingo;1;11;2015;0;masculino;norte;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.920993;-75.268685
domingo;1;11;2015;22;masculino;nororiental;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
domingo;1;11;2015;21;sin dato;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.96045;-75.284146
lunes;2;11;2015;18;femenino;las palmas;atraco;4;arma blanca;1;motocicleta;7;motocicleta;7;0;hurto a personas;2.947179;-75.257497
lunes;2;11;2015;17;femenino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
lunes;2;11;2015;16;femenino;entre rios;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
lunes;2;11;2015;17;femenino;sur;raponazo;25;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto a personas;2.908991;-75.274467
lunes;2;11;2015;16;femenino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.947179;-75.257497
lunes;2;11;2015;20;femenino;noroccidental;llave maestra;18;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.95476;-75.297625
lunes;2;11;2015;17;femenino;oriental;violacion cerraduras;42;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.940498;-75.26865
lunes;2;11;2015;20;masculino;oriental;factor de oportunidad;13;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.940498;-75.26865
lunes;2;11;2015;2;masculino;norte;factor de oportunidad;13;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.920993;-75.268685
lunes;2;11;2015;21;masculino;la floresta;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.927763;-75.264617
lunes;2;11;2015;2;masculino;norte;factor de oportunidad;13;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto a personas;2.920993;-75.268685
lunes;2;11;2015;10;masculino;oriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.940498;-75.26865
lunes;2;11;2015;11;masculino;corregimiento el caguan;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.863373;-75.234357
lunes;2;11;2015;12;sin dato;sur;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a comercio;2.908991;-75.274467
martes;3;12;2015;20;femenino;nororiental;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto de motos;2.96045;-75.284146
martes;3;12;2015;18;femenino;sur;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
martes;3;12;2015;8;femenino;entre rios;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
martes;3;12;2015;12;femenino;sur;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.908991;-75.274467
martes;3;12;2015;18;femenino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
martes;3;12;2015;19;femenino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
martes;3;12;2015;19;femenino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.947179;-75.257497
martes;3;12;2015;7;femenino;sur;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
martes;3;12;2015;23;masculino;entre rios;halado;15;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.935378;-75.294883
martes;3;12;2015;12;masculino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
martes;3;12;2015;18;masculino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;vehiculo;16;a pie;1;0;hurto a personas;2.95476;-75.297625
martes;3;12;2015;21;masculino;oriental;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.940498;-75.26865
martes;3;12;2015;22;masculino;sur;atraco;4;arma de fuego;2;a pie;1;a pie;1;0;hurto a personas;2.908991;-75.274467
martes;3;12;2015;19;masculino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.947179;-75.257497
miercoles;4;12;2015;15;femenino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.96045;-75.284146
miercoles;4;12;2015;8;femenino;entre rios;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
miercoles;4;12;2015;23;masculino;entre rios;halado;15;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.935378;-75.294883
miercoles;4;12;2015;18;masculino;sur;factor de oportunidad;13;sin empleo de arma;15;a pie;1;vehiculo;15;0;hurto a personas;2.908991;-75.274467
miercoles;4;12;2015;20;masculino;la floresta;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.927763;-75.264617
miercoles;4;12;2015;16;sin dato;central;mechero;19;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
miercoles;4;12;2015;11;sin dato;central;mechero;19;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
miercoles;4;12;2015;16;sin dato;entre rios;mechero;19;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.935378;-75.294883
jueves;5;12;2015;12;femenino;noroccidental;atraco;4;arma de fuego;2;motocicleta;7;a pie;1;0;hurto a personas;2.95476;-75.297625
jueves;5;12;2015;18;femenino;entre rios;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.935378;-75.294883
jueves;5;12;2015;9;femenino;entre rios;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
jueves;5;12;2015;14;masculino;nororiental;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.96045;-75.284146
jueves;5;12;2015;10;masculino;suroriental;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.9231;-75.266481
jueves;5;12;2015;12;masculino;noroccidental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
jueves;5;12;2015;13;masculino;entre rios;raponazo;25;sin empleo de arma;15;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
jueves;5;12;2015;14;sin dato;oriental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.940498;-75.26865
viernes;6;12;2015;19;femenino;noroccidental;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.95476;-75.297625
viernes;6;12;2015;10;femenino;oriental;retencion tarjeta;27;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.940498;-75.26865
viernes;6;12;2015;12;femenino;sur;ventosa;40;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.908991;-75.274467
viernes;6;12;2015;9;masculino;oriental;raponazo;25;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.940498;-75.26865
viernes;6;12;2015;4;masculino;central;factor de oportunidad;13;sin empleo de arma;15;taxi;15;a pie;1;0;hurto a personas;2.92796;-75.286621
viernes;6;12;2015;20;masculino;nororiental;atraco;4;arma blanca;1;motocicleta;7;vehiculo;15;0;hurto a personas;2.96045;-75.284146
viernes;6;12;2015;7;masculino;nororiental;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a residencias;2.96045;-75.284146
viernes;6;12;2015;10;masculino;la floresta;violacion cerraduras;42;contundente;4;a pie;1;a pie;1;0;hurto a residencias;2.927763;-75.264617
viernes;6;12;2015;11;sin dato;central;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a comercio;2.92796;-75.286621
viernes;6;12;2015;13;sin dato;sur;atraco;4;arma de fuego;2;a pie;1;a pie;1;0;hurto a comercio;2.908991;-75.274467
sabado;7;12;2015;6;femenino;noroccidental;atraco;4;arma blanca;1;a pie;1;a pie;1;0;hurto a personas;2.95476;-75.297625
sabado;7;12;2015;16;femenino;entre rios;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.935378;-75.294883
sabado;7;12;2015;11;femenino;las palmas;factor de oportunidad;13;sin empleo de arma;15;a pie;1;a pie;1;0;hurto a personas;2.947179;-75.257497
sabado;7;12;2015;10;masculino;central;atraco;4;arma de fuego;2;motocicleta;7;motocicleta;7;0;hurto a personas;2.92796;-75.286621
sabado;7;12;2015;1;masculino;central;escopolaminado;12;escopolamina;6;a pie;1;a pie;1;0;hurto a personas;2.92796;-75.286621
domingo;1;12;2015;9;femenino;oriental;raponazo;25;sin empleo de arma;15;motocicleta;7;motocicleta;7;0;hurto a personas;2.940498;-75.26865
domingo;1;12;2015;17;masculino;oriental;halado;15;sin empleo de arma;15;a pie;1;motocicleta;7;0;hurto de motos;2.940498;-75.26865
domingo;1;12;2015;11;masculino;entre rios;halado;15;llave maestra;9;a pie;1;motocicleta;7;0;hurto de motos;2.935378;-75.294883
domingo;1;12;2015;22;masculino;central;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.92796;-75.286621
domingo;1;12;2015;22;masculino;la floresta;atraco;4;arma blanca;1;motocicleta;7;a pie;1;0;hurto a personas;2.927763;-75.264617
